BJD - 2454833, Corrected Flux
2327.471691264, 0.995217449,
2327.492123134, 0.994691945,
2327.512554803, 0.995238730,
2327.532986672, 0.995197805,
2327.553418441, 0.994962274,
2327.573850109, 0.994977397,
2327.594281978, 0.994928802,
2327.614713746, 0.994846243,
2327.635145414, 0.995098417,
2327.655577281, 0.994760318,
2327.676008949, 0.994782020,
2327.696440716, 0.994990749,
2327.716872583, 0.994675022,
2327.737304349, 0.994982125,
2327.757736016, 0.994934952,
2327.778167882, 0.995014007,
2327.798599648, 0.994881113,
2327.819031314, 0.994960010,
2327.839463180, 0.995276866,
2327.859894945, 0.995043169,
2327.900758475, 0.994896933,
2327.921190239, 0.995156881,
2327.941622104, 0.994920229,
2327.962053768, 0.995096132,
2327.982485532, 0.995243766,
2328.002917396, 0.995156366,
2328.023349059, 0.995078057,
2328.043780823, 0.995096637,
2328.064212686, 0.995323124,
2328.084644349, 0.995279167,
2328.105076111, 0.994856424,
2328.145939636, 0.994594245,
2328.166371397, 0.995402726,
2328.186803259, 0.995018749,
2328.207235021, 0.995101751,
2328.227666682, 0.995304170,
2328.248098543, 0.995160062,
2328.268530304, 0.995553799,
2328.288962064, 0.994981522,
2328.309393824, 0.995005324,
2328.329825585, 0.995124470,
2328.350257345, 0.995389084,
2328.391120764, 0.995234384,
2328.411552623, 0.994917093,
2328.431984382, 0.995296501,
2328.452416040, 0.995059451,
2328.472847899, 0.995110839,
2328.493279657, 0.995470878,
2328.513711316, 0.995163774,
2328.534143173, 0.995111353,
2328.554574931, 0.994871459,
2328.575006689, 0.995452027,
2328.595438446, 0.995029663,
2328.615870203, 0.995102150,
2328.636302059, 0.995233253,
2328.656733716, 0.995020231,
2328.677165472, 0.995332712,
2328.697597329, 0.995656987,
2328.718028984, 0.995359505,
2328.738460740, 0.995598519,
2328.758892596, 0.995382120,
2328.779324351, 0.995082358,
2328.799756006, 0.995491587,
2328.820187860, 0.995135846,
2328.840619615, 0.995569554,
2328.881483124, 0.994901672,
2328.901914877, 0.995251636,
2328.922346531, 0.995116258,
2328.942778385, 0.995388654,
2328.963210138, 0.994863667,
2328.983641991, 0.995148045,
2329.004073644, 0.995101289,
2329.024505396, 0.995355014,
2329.044937149, 0.995431239,
2329.065368901, 0.995239479,
2329.085800653, 0.995567108,
2329.106232404, 0.995238675,
2329.126664156, 0.995358727,
2329.147095907, 0.995085154,
2329.167527658, 0.995096634,
2329.187959409, 0.995073623,
2329.208391160, 0.995023999,
2329.228823010, 0.995300534,
2329.249254660, 0.995441070,
2329.269686411, 0.995373440,
2329.290118260, 0.995339994,
2329.310549910, 0.996109685,
2329.330981759, 0.995597495,
2329.371845157, 0.996248519,
2329.392277006, 0.995457619,
2329.412708754, 0.995459580,
2329.433140403, 0.995574121,
2329.453572251, 0.995614458,
2329.474003999, 0.995732364,
2329.494435647, 0.995378910,
2329.514867494, 0.995202970,
2329.535299241, 0.995097041,
2329.555730888, 0.995541051,
2329.576162735, 0.995126396,
2329.596594482, 0.995311513,
2329.617026228, 0.995144470,
2329.637457974, 0.995048847,
2329.657889720, 0.995362323,
2329.678321566, 0.995705986,
2329.698753311, 0.995437437,
2329.719184957, 0.995602208,
2329.739616802, 0.995541405,
2329.760048547, 0.995137626,
2329.780480191, 0.995375447,
2329.800912036, 0.995318351,
2329.821343780, 0.995292544,
2329.862207268, 0.995657361,
2329.882638912, 0.995692060,
2329.903070655, 0.995686064,
2329.923502499, 0.995768129,
2329.943934142, 0.995525361,
2329.964365884, 0.995529096,
2329.984797727, 0.995857686,
2330.005229370, 0.995459576,
2330.025661212, 0.995909740,
2330.046092954, 0.995621069,
2330.066524696, 0.995805732,
2330.107388179, 0.995235555,
2330.127819920, 0.995292995,
2330.148251661, 0.995501936,
2330.168683402, 0.995043400,
2330.189115142, 0.995967009,
2330.209546983, 0.995951336,
2330.229978623, 0.995787706,
2330.250410363, 0.995617894,
2330.270842202, 0.995654279,
2330.291273842, 0.995833202,
2330.311705581, 0.995405684,
2330.332137420, 0.995482392,
2330.352569059, 0.995353974,
2330.373000898, 0.995589535,
2330.393432637, 0.995311767,
2330.413864275, 0.995440622,
2330.434296113, 0.996394197,
2330.454727851, 0.994851092,
2330.475159489, 0.995366159,
2330.495591326, 0.995056379,
2330.516023064, 0.995387618,
2330.536454801, 0.995558666,
2330.556886538, 0.995667324,
2330.577318275, 0.995768275,
2330.597749911, 0.995878546,
2330.618181747, 0.995773642,
2330.638613484, 0.995653736,
2330.659045119, 0.995769108,
2330.679476955, 0.995763812,
2330.699908691, 0.995883821,
2330.720340426, 0.995643923,
2330.740772161, 0.995525887,
2330.761203896, 0.995855473,
2330.781635731, 0.995522996,
2330.802067365, 0.995611427,
2330.842930934, 0.995804619,
2330.863362568, 0.995883107,
2330.883794302, 0.995638302,
2330.904226135, 0.996147865,
2330.924657768, 0.996027043,
2330.945089502, 0.996278718,
2330.965521334, 0.996205557,
2330.985952967, 0.996084184,
2331.006384700, 0.996050915,
2331.026816532, 0.995775562,
2331.047248264, 0.995977340,
2331.067679996, 0.996078966,
2331.088111728, 0.995538193,
2331.108543460, 0.995838894,
2331.128975191, 0.995804724,
2331.149406922, 0.995994328,
2331.169838653, 0.995978385,
2331.190270384, 0.995426462,
2331.210702115, 0.995840002,
2331.231133845, 0.995680918,
2331.251565575, 0.995362931,
2331.271997305, 0.996008217,
2331.292429035, 0.995589467,
2331.312860765, 0.996104022,
2331.333292494, 0.995938246,
2331.353724124, 0.995760610,
2331.374155953, 0.996079560,
2331.394587682, 0.995906546,
2331.415019510, 0.995772676,
2331.435451139, 0.995931138,
2331.455882867, 0.995866144,
2331.476314695, 0.995978665,
2331.496746323, 0.996085088,
2331.517178051, 0.996103460,
2331.537609879, 0.995941205,
2331.578473233, 0.995759637,
2331.598905060, 0.995969072,
2331.619336787, 0.995780742,
2331.639768413, 0.996026034,
2331.660200240, 0.995825128,
2331.680631966, 0.996011829,
2331.701063692, 0.995870848,
2331.721495418, 0.995838701,
2331.741927144, 0.996078373,
2331.762358969, 0.995881433,
2331.782790594, 0.995413193,
2331.823654144, 0.995660268,
2331.844085769, 0.995877408,
2331.864517493, 0.996108166,
2331.884949318, 0.996029202,
2331.905380942, 0.996200734,
2331.925812666, 0.996489790,
2331.946244490, 0.995912082,
2331.966676113, 0.995764895,
2331.987107837, 0.995964014,
2332.007539560, 0.995990923,
2332.027971283, 0.995569921,
2332.068834729, 0.995878759,
2332.089266451, 0.996245616,
2332.109698273, 0.996122391,
2332.130129996, 0.996287074,
2332.150561618, 0.995875097,
2332.170993439, 0.996056896,
2332.191425161, 0.995555042,
2332.211856782, 0.995916338,
2332.232288603, 0.996245176,
2332.252720324, 0.995856303,
2332.273151945, 0.996006274,
2332.293583766, 0.995958896,
2332.314015486, 0.996195432,
2332.334447107, 0.996046914,
2332.354878927, 0.996270665,
2332.375310647, 0.995771327,
2332.395742467, 0.995647142,
2332.416174086, 0.996033387,
2332.436605806, 0.996067494,
2332.457037625, 0.996415550,
2332.477469244, 0.996130576,
2332.497900963, 0.996056248,
2332.518332781, 0.996003987,
2332.538764400, 0.995864962,
2332.559196118, 0.996140987,
2332.579627936, 0.996090818,
2332.600059654, 0.996208530,
2332.620491272, 0.995878550,
2332.640923090, 0.996297584,
2332.661354807, 0.996301263,
2332.681786424, 0.996085818,
2332.702218241, 0.996316589,
2332.722649958, 0.996093474,
2332.743081675, 0.996190738,
2332.763513392, 0.996139715,
2332.783945108, 0.996233224,
2332.824808540, 0.995884007,
2332.845240156, 0.995867742,
2332.865671972, 0.995801140,
2332.886103687, 0.996096765,
2332.906535302, 0.995944721,
2332.926967118, 0.995980135,
2332.947398833, 0.996549771,
2332.967830547, 0.996159619,
2332.988262262, 0.996119833,
2333.008693976, 0.996066570,
2333.049557405, 0.995938482,
2333.069989119, 0.996030614,
2333.090420932, 0.996208025,
2333.110852646, 0.996272098,
2333.131284259, 0.996217579,
2333.151716073, 0.996214317,
2333.172147786, 0.996226640,
2333.192579398, 0.996095488,
2333.213011211, 0.996101944,
2333.233442924, 0.996459230,
2333.253874536, 0.996147147,
2333.274306348, 0.996277350,
2333.294738060, 0.996269641,
2333.315169672, 0.996174308,
2333.335601484, 0.996685955,
2333.356033195, 0.996336602,
2333.376465007, 0.996193042,
2333.396896618, 0.996247037,
2333.417328329, 0.996218222,
2333.437760140, 0.996672264,
2333.458191750, 0.996245949,
2333.478623461, 0.995969109,
2333.499055171, 0.995972913,
2333.519486881, 0.996598580,
2333.539918591, 0.996471508,
2333.560350301, 0.996325005,
2333.580782011, 0.996167408,
2333.601213720, 0.996199246,
2333.621645529, 0.996410375,
2333.642077139, 0.996180312,
2333.662508948, 0.996151847,
2333.682940656, 0.996434309,
2333.703372265, 0.996461883,
2333.723804073, 0.996446355,
2333.744235782, 0.996000609,
2333.764667390, 0.996127018,
2333.785099198, 0.996134382,
2333.805530906, 0.996292158,
2333.825962513, 0.996161014,
2333.846394321, 0.996423034,
2333.866826028, 0.996305193,
2333.887257635, 0.996169837,
2333.907689442, 0.996194835,
2333.928121149, 0.995981509,
2333.948552856, 0.998019176,
2333.968984562, 0.995870688,
2333.989416268, 0.996339015,
2334.030279681, 0.996347608,
2334.050711386, 0.996163578,
2334.071143192, 0.995902319,
2334.091574898, 0.996285086,
2334.112006503, 0.996247419,
2334.132438308, 0.996221974,
2334.152870013, 0.996015605,
2334.173301618, 0.995878786,
2334.193733423, 0.995856491,
2334.214165027, 0.995700579,
2334.234596732, 0.995725393,
2334.255028536, 0.995552468,
2334.275460140, 0.995499842,
2334.295891944, 0.995771826,
2334.316323648, 0.995277154,
2334.336755251, 0.995651907,
2334.357187055, 0.995579779,
2334.377618758, 0.995674680,
2334.398050361, 0.996114185,
2334.418482164, 0.996424526,
2334.438913867, 0.996515398,
2334.459345569, 0.996486919,
2334.479777272, 0.996380102,
2334.500208974, 0.996375912,
2334.520640676, 0.996493016,
2334.541072378, 0.996130955,
2334.561504080, 0.996246740,
2334.581935882, 0.996373990,
2334.602367583, 0.996424778,
2334.622799185, 0.996316010,
2334.643230986, 0.996375670,
2334.663662687, 0.996263038,
2334.684094288, 0.996539256,
2334.704526088, 0.996200673,
2334.724957789, 0.996651909,
2334.745389390, 0.996148771,
2334.765821190, 0.996149226,
2334.786252890, 0.996256130,
2334.806684490, 0.996096486,
2334.827116290, 0.996696174,
2334.847547989, 0.996186056,
2334.867979589, 0.996474621,
2334.888411388, 0.996158264,
2334.908843087, 0.996150777,
2334.929274886, 0.996091961,
2334.949706485, 0.995839490,
2334.970138184, 0.996522666,
2335.011001581, 0.996905902,
2335.031433279, 0.996174403,
2335.051864977, 0.996260332,
2335.072296675, 0.996162096,
2335.092728373, 0.996360820,
2335.113160071, 0.996461392,
2335.133591768, 0.996759028,
2335.154023466, 0.996688150,
2335.174455263, 0.996676193,
2335.194886860, 0.996649494,
2335.215318657, 0.996165982,
2335.235750354, 0.996679763,
2335.256181950, 0.996728184,
2335.276613747, 0.996496455,
2335.297045443, 0.996802771,
2335.317477039, 0.996841227,
2335.337908835, 0.996552231,
2335.358340531, 0.996691298,
2335.378772127, 0.996800185,
2335.399203922, 0.996912449,
2335.419635618, 0.997098079,
2335.440067313, 0.996513909,
2335.460499008, 0.996670641,
2335.480930703, 0.996647949,
2335.501362498, 0.996546599,
2335.521794093, 0.996420489,
2335.542225787, 0.996462877,
2335.562657582, 0.995934506,
2335.583089276, 0.996517105,
2335.603520870, 0.996830051,
2335.623952664, 0.996814517,
2335.644384358, 0.997602772,
2335.664815951, 0.996634901,
2335.685247745, 0.996552450,
2335.705679338, 0.997036277,
2335.726111031, 0.996822447,
2335.746542825, 0.997012249,
2335.766974417, 0.996789639,
2335.787406110, 0.996454648,
2335.807837903, 0.996492037,
2335.828269495, 0.996909021,
2335.848701288, 0.996882897,
2335.869132980, 0.997338479,
2335.889564572, 0.996956107,
2335.909996364, 0.996824005,
2335.930428056, 0.996595337,
2335.950859647, 0.996675515,
2335.991723130, 0.996819667,
2336.012154822, 0.996533052,
2336.032586513, 0.996794426,
2336.053018203, 0.996976290,
2336.073449894, 0.996982360,
2336.093881585, 0.997378791,
2336.114313276, 0.996686879,
2336.134745066, 0.997069458,
2336.155176756, 0.997098333,
2336.175608346, 0.996959031,
2336.196040136, 0.996790593,
2336.216471826, 0.996654693,
2336.236903416, 0.997033590,
2336.257335205, 0.997075846,
2336.277766894, 0.996818001,
2336.298198484, 0.997078547,
2336.318630273, 0.997051077,
2336.339061962, 0.996837027,
2336.359493551, 0.996749922,
2336.379925339, 0.996604653,
2336.400357028, 0.997119372,
2336.420788716, 0.996953168,
2336.441220405, 0.996841633,
2336.461651993, 0.996575085,
2336.482083781, 0.996634981,
2336.502515469, 0.996926862,
2336.522947156, 0.996396392,
2336.543378844, 0.996273136,
2336.563810531, 0.996809537,
2336.584242219, 0.996775303,
2336.604673906, 0.996890896,
2336.625105593, 0.996572267,
2336.645537280, 0.996603327,
2336.665969067, 0.996941173,
2336.686400653, 0.997178627,
2336.706832440, 0.997052064,
2336.727264126, 0.996795702,
2336.747695713, 0.996754793,
2336.768127499, 0.997135652,
2336.788559185, 0.996836378,
2336.808990771, 0.996888581,
2336.829422556, 0.996906630,
2336.849854242, 0.997151364,
2336.870285827, 0.996733433,
2336.890717613, 0.996891472,
2336.911149298, 0.996700234,
2336.931580883, 0.996975828,
2336.972444353, 0.997199449,
2336.992876137, 0.997340313,
2337.013307722, 0.997350068,
2337.033739406, 0.997200251,
2337.054171191, 0.997145694,
2337.074602875, 0.997249884,
2337.095034459, 0.997272449,
2337.115466143, 0.997116914,
2337.135897926, 0.997158615,
2337.156329510, 0.997566623,
2337.176761294, 0.997272763,
2337.197192877, 0.997391346,
2337.217624560, 0.997191484,
2337.238056343, 0.997163538,
2337.258487926, 0.996784201,
2337.278919709, 0.997129361,
2337.299351392, 0.997088425,
2337.319782974, 0.999319444,
2337.340214757, 0.997327170,
2337.360646439, 0.997226801,
2337.381078022, 0.997406581,
2337.401509804, 0.997676233,
2337.421941486, 0.997817519,
2337.442373067, 0.997440282,
2337.462804849, 0.997284921,
2337.483236531, 0.997207316,
2337.503668212, 0.997064990,
2337.524099893, 0.996970301,
2337.544531575, 0.997659609,
2337.564963256, 0.997368551,
2337.585394937, 0.997297859,
2337.605826618, 0.997359743,
2337.626258398, 0.997355451,
2337.646690079, 0.997043498,
2337.667121659, 0.996890524,
2337.707985120, 0.997134297,
2337.728416700, 0.997029675,
2337.748848480, 0.997039453,
2337.769280160, 0.996863536,
2337.789711740, 0.997178677,
2337.810143519, 0.996419400,
2337.830575099, 0.997223747,
2337.851006778, 0.996975483,
2337.871438557, 0.997057839,
2337.891870236, 0.997620583,
2337.912301915, 0.997226998,
2337.973596952, 0.997738412,
2337.994028630, 0.997661949,
2338.014460309, 0.997628755,
2338.034891987, 0.997288771,
2338.055323665, 0.997544493,
2338.075755343, 0.997412930,
2338.096187021, 0.997679907,
2338.116618699, 0.997599032,
2338.137050376, 0.997479140,
2338.157482154, 0.997696886,
2338.177913731, 0.997848487,
2338.198345509, 0.997716633,
2338.218777186, 0.997641139,
2338.239208763, 0.997405955,
2338.259640540, 0.997400305,
2338.280072217, 0.997309362,
2338.300503794, 0.997409563,
2338.320935570, 0.997552869,
2338.341367247, 0.997451862,
2338.361798823, 0.997762546,
2338.382230599, 0.997713432,
2338.402662275, 0.997716394,
2338.443525627, 0.997319861,
2338.463957303, 0.997480417,
2338.484389079, 0.997675097,
2338.504820654, 0.997408432,
2338.525252330, 0.997537385,
2338.545684105, 0.997175872,
2338.566115681, 0.997348263,
2338.586547356, 0.997214051,
2338.606979031, 0.997728112,
2338.627410706, 0.997367955,
2338.647842380, 0.997022598,
2338.668274155, 0.997376673,
2338.688705729, 0.997461753,
2338.709137404, 0.997727434,
2338.729569178, 0.997845703,
2338.750000752, 0.997837365,
2338.770432527, 0.997583931,
2338.790864201, 0.997187917,
2338.811295775, 0.997413682,
2338.831727548, 0.997415793,
2338.852159222, 0.997718392,
2338.872590795, 0.997510651,
2338.893022569, 0.997501276,
2338.913454242, 0.997050379,
2338.933885815, 0.997300828,
2338.954317589, 0.997277773,
2338.974749261, 0.997474754,
2338.995181034, 0.997219699,
2339.015612607, 0.997657281,
2339.036044280, 0.997583439,
2339.056476052, 0.997515918,
2339.076907625, 0.997787891,
2339.097339297, 0.997695349,
2339.117771069, 0.997716020,
2339.138202742, 0.997560757,
2339.179066086, 0.998070087,
2339.199497757, 0.997256781,
2339.219929329, 0.997435227,
2339.240361101, 0.997706689,
2339.260792772, 0.997599794,
2339.281224443, 0.997748995,
2339.301656115, 0.997610283,
2339.322087686, 0.997461398,
2339.342519457, 0.997690004,
2339.362951128, 0.997765846,
2339.383382699, 0.997741296,
2339.403814470, 0.998150591,
2339.424246140, 0.997850496,
2339.444677711, 0.997518436,
2339.465109481, 0.997809150,
2339.485541151, 0.997581284,
2339.505972822, 0.997567138,
2339.526404492, 0.997793456,
2339.546836162, 0.997815143,
2339.567267932, 0.997798813,
2339.587699502, 0.997853388,
2339.608131171, 0.997500003,
2339.628562941, 0.997744626,
2339.648994510, 0.997722652,
2339.669426180, 0.997818825,
2339.689857949, 0.997689429,
2339.710289618, 0.997665071,
2339.730721187, 0.998047634,
2339.751152956, 0.998116239,
2339.771584625, 0.997951867,
2339.792016194, 0.997954892,
2339.812447963, 0.997982998,
2339.832879631, 0.997875715,
2339.853311400, 0.998078291,
2339.873742968, 0.997734366,
2339.914606405, 0.997704823,
2339.935037973, 0.997317585,
2339.955469641, 0.997774394,
2339.975901409, 0.997789524,
2339.996332976, 0.997911671,
2340.016764644, 0.997806317,
2340.037196312, 0.997937539,
2340.057627979, 0.998484872,
2340.078059647, 0.997814482,
2340.098491314, 0.998196318,
2340.118922981, 0.998074215,
2340.159786415, 0.997809888,
2340.180217982, 0.998410273,
2340.200649749, 0.998151348,
2340.221081416, 0.997864778,
2340.241512982, 0.997952022,
2340.261944749, 0.998005715,
2340.282376415, 0.997587121,
2340.302807982, 0.998143275,
2340.323239748, 0.998065353,
2340.343671414, 0.998071248,
2340.364103180, 0.998187012,
2340.384534746, 0.998087906,
2340.404966412, 0.998317918,
2340.425398178, 0.998140290,
2340.445829743, 0.998086824,
2340.466261409, 0.998456267,
2340.486693174, 0.998154226,
2340.507124740, 0.998081203,
2340.527556405, 0.998400361,
2340.547988170, 0.998042706,
2340.568419735, 0.998054142,
2340.588851400, 0.997912961,
2340.609283165, 0.998257817,
2340.629714830, 0.998345381,
2340.650146495, 0.998345318,
2340.670578160, 0.998544325,
2340.691009824, 0.998262861,
2340.711441489, 0.998078420,
2340.731873153, 0.997968193,
2340.752304817, 0.998255061,
2340.772736482, 0.998065451,
2340.793168146, 0.998313384,
2340.813599710, 0.998248067,
2340.834031474, 0.998198306,
2340.854463138, 0.998489090,
2340.874894701, 0.998455857,
2340.895326465, 0.998572183,
2340.915758129, 0.998810244,
2340.936189892, 0.998630789,
2340.956621455, 0.999380192,
2340.977053119, 0.998416339,
2340.997484882, 0.998201044,
2341.017916445, 0.998545141,
2341.038348108, 0.998159419,
2341.058779871, 0.998137247,
2341.079211434, 0.998663405,
2341.099643097, 0.998590804,
2341.120074860, 0.998569917,
2341.140506522, 0.998327908,
2341.160938185, 0.998629601,
2341.181369847, 0.998425563,
2341.201801509, 0.998661056,
2341.222233172, 0.998516515,
2341.242664834, 0.998357178,
2341.263096496, 0.998347195,
2341.283528158, 0.998253605,
2341.303959820, 0.998467359,
2341.324391482, 0.998436670,
2341.344823244, 0.998381564,
2341.365254805, 0.998656733,
2341.385686467, 0.998481044,
2341.406118129, 0.998296473,
2341.426549790, 0.998194862,
2341.446981551, 0.998063133,
2341.467413113, 0.998272600,
2341.487844774, 0.998310790,
2341.508276535, 0.998602117,
2341.528708096, 0.998637163,
2341.549139757, 0.998613497,
2341.569571518, 0.998258827,
2341.590003078, 0.998804622,
2341.610434739, 0.998208965,
2341.630866500, 0.998475603,
2341.651298060, 0.998646118,
2341.671729821, 0.997982636,
2341.692161481, 0.998538656,
2341.712593141, 0.998525867,
2341.733024802, 0.998280542,
2341.753456462, 0.998819878,
2341.773888122, 0.998582566,
2341.794319782, 0.998315681,
2341.814751442, 0.998569164,
2341.835183102, 0.998355536,
2341.896478081, 0.998253307,
2341.916909840, 0.998146757,
2341.937341399, 0.998326403,
2341.957773159, 0.998302856,
2341.978204818, 0.998638453,
2341.998636377, 0.998632720,
2342.019068136, 0.998627081,
2342.039499795, 0.998639578,
2342.059931354, 0.998315938,
2342.080363113, 0.998211935,
2342.100794772, 0.998957029,
2342.121226331, 0.998176799,
2342.141658089, 0.998233920,
2342.162089748, 0.998114513,
2342.182521407, 0.998684919,
2342.202953065, 0.998507855,
2342.223384723, 0.998498783,
2342.243816382, 0.998705792,
2342.264248040, 0.998515754,
2342.284679698, 0.998232497,
2342.305111356, 0.998271124,
2342.325543014, 0.998343930,
2342.345974672, 0.998328287,
2342.366406430, 0.998215848,
2342.386837988, 0.998817697,
2342.407269645, 0.998570318,
2342.427701403, 0.998603037,
2342.448132961, 0.998428381,
2342.468564718, 0.998712932,
2342.488996375, 0.998748283,
2342.509427933, 0.998638883,
2342.529859690, 0.998479203,
2342.550291347, 0.998570461,
2342.570722904, 0.998217287,
2342.591154661, 0.997610288,
2342.611586318, 0.997856239,
2342.632017875, 0.997489429,
2342.652449632, 0.998129954,
2342.672881289, 0.997922264,
2342.693313046, 0.998010789,
2342.713744602, 0.998408757,
2342.734176259, 0.998272187,
2342.754608015, 0.998155379,
2342.775039572, 0.998582492,
2342.795471228, 0.998332935,
2342.815902885, 0.998605782,
2342.836334641, 0.998608826,
2342.856766197, 0.998687411,
2342.877197953, 0.998923741,
2342.897629509, 0.998620340,
2342.918061265, 0.999077248,
2342.938492921, 0.998908939,
2342.958924477, 0.998678939,
2342.979356233, 0.998949041,
2342.999787888, 0.998654203,
2343.020219444, 0.998920259,
2343.040651199, 0.998827523,
2343.061082855, 0.998556371,
2343.081514410, 0.998661828,
2343.101946166, 0.998564197,
2343.122377821, 0.998494372,
2343.142809376, 0.998809723,
2343.163241131, 0.998748018,
2343.183672787, 0.998747633,
2343.204104542, 0.998768900,
2343.224536096, 0.998952905,
2343.244967751, 0.998647190,
2343.265399506, 0.999073051,
2343.285831061, 0.998958232,
2343.306262716, 0.999039125,
2343.326694470, 0.999272595,
2343.347126125, 0.999047416,
2343.367557680, 0.999108000,
2343.387989434, 0.998798375,
2343.408421089, 0.998898747,
2343.428852743, 0.998803296,
2343.449284397, 0.998613846,
2343.469716051, 0.998706713,
2343.490147806, 0.998792518,
2343.510579360, 0.998762838,
2343.531011014, 0.998433035,
2343.551442668, 0.998865327,
2343.571874322, 0.998702858,
2343.592305975, 1.001262181,
2343.612737629, 0.999032942,
2343.633169283, 0.999099955,
2343.653601037, 0.999151729,
2343.674032590, 0.999031855,
2343.694464244, 0.998986358,
2343.714895998, 0.998934569,
2343.735327551, 0.998797882,
2343.755759204, 0.998816851,
2343.776190958, 0.998766352,
2343.796622511, 0.998710935,
2343.837485917, 0.999230711,
2343.857917571, 0.999232799,
2343.878349124, 0.998600960,
2343.898780877, 0.999172938,
2343.919212530, 0.999034415,
2343.939644182, 0.999066906,
2343.960075835, 0.998975006,
2343.980507488, 0.998550843,
2344.000939241, 0.998667383,
2344.021370793, 0.998239259,
2344.041802446, 0.998354734,
2344.062234199, 0.998565443,
2344.082665751, 0.998443456,
2344.103097404, 0.998853375,
2344.123529156, 0.998527660,
2344.143960708, 0.998401820,
2344.164392461, 0.998826356,
2344.184824113, 0.998854048,
2344.205255665, 0.998857904,
2344.225687417, 0.998932316,
2344.246119069, 0.998691824,
2344.266550621, 0.998604933,
2344.286982373, 0.998430684,
2344.307413925, 0.998465339,
2344.327845677, 0.998396663,
2344.348277329, 0.998468940,
2344.368708880, 0.999112602,
2344.389140632, 0.998323871,
2344.409572284, 0.998625152,
2344.430003935, 0.998555704,
2344.450435587, 0.998505033,
2344.470867238, 0.998620726,
2344.491298890, 0.998448337,
2344.511730541, 0.998399891,
2344.532162193, 0.998670829,
2344.552593844, 0.998750342,
2344.573025595, 0.998885206,
2344.593457146, 0.998643553,
2344.613888798, 0.998606814,
2344.634320549, 0.998879226,
2344.654752100, 0.998701289,
2344.675183851, 0.998810208,
2344.695615502, 0.998815303,
2344.716047053, 0.998631869,
2344.736478804, 0.998801154,
2344.756910454, 0.998530545,
2344.777342005, 0.998740261,
2344.818205407, 0.998470721,
2344.838637057, 0.998475748,
2344.859068708, 0.998592191,
2344.879500358, 0.998689223,
2344.899932109, 0.998575605,
2344.920363659, 0.998593829,
2344.940795310, 0.998621909,
2344.961226960, 0.998567094,
2344.981658610, 0.998240650,
2345.002090261, 0.998330865,
2345.022522011, 0.998350127,
2345.063385211, 0.998598660,
2345.083816961, 0.998708523,
2345.104248511, 0.998329461,
2345.124680261, 0.998718070,
2345.145111911, 0.998508638,
2345.165543461, 0.998350384,
2345.185975211, 0.998554907,
2345.206406861, 0.998699059,
2345.226838411, 0.999072965,
2345.247270161, 0.998994569,
2345.267701810, 0.998792604,
2345.288133360, 0.999201410,
2345.308565110, 0.999058684,
2345.328996759, 0.999188837,
2345.349428509, 0.999166878,
2345.369860058, 0.998841061,
2345.390291708, 0.999025199,
2345.410723457, 0.998868871,
2345.431155007, 0.998818710,
2345.451586656, 0.998532384,
2345.472018405, 0.998890859,
2345.492450054, 0.998806024,
2345.512881604, 0.999142247,
2345.533313353, 0.998877154,
2345.553745002, 0.998815619,
2345.574176651, 0.999091451,
2345.594608300, 0.998610467,
2345.615039949, 0.999177656,
2345.635471598, 0.998856027,
2345.655903247, 0.998868840,
2345.676334896, 0.998688470,
2345.696766545, 0.998918175,
2345.717198194, 0.998650683,
2345.737629843, 0.998697529,
2345.758061491, 0.998954099,
2345.798924689, 0.999095824,
2345.819356438, 0.999066531,
2345.839788086, 0.999160302,
2345.860219835, 0.999438563,
2345.880651383, 0.999038740,
2345.901083032, 0.998705338,
2345.921514780, 0.998880117,
2345.941946329, 0.999074971,
2345.962377977, 0.998816313,
2345.982809726, 0.998667913,
2346.003241274, 0.998799742,
2346.044104671, 0.998917084,
2346.064536319, 0.999019272,
2346.084967967, 0.998731826,
2346.105399615, 0.998988806,
2346.125831263, 0.999394246,
2346.146262911, 0.999113251,
2346.166694560, 0.999254048,
2346.187126208, 0.999208452,
2346.207557956, 0.998998164,
2346.227989504, 0.999442681,
2346.248421152, 0.998938890,
2346.289284447, 0.998885230,
2346.309716195, 0.998999348,
2346.330147843, 0.998879436,
2346.350579391, 0.999098618,
2346.371011139, 0.999150029,
2346.391442786, 0.998784393,
2346.411874334, 0.999202345,
2346.432306082, 0.999159432,
2346.452737630, 0.999569541,
2346.473169277, 0.999108137,
2346.493601025, 0.999020139,
2346.534464320, 0.999159574,
2346.554895968, 0.998999713,
2346.575327615, 0.999279769,
2346.595759262, 0.999006750,
2346.616190910, 0.999282433,
2346.636622557, 0.999328255,
2346.657054205, 0.999054496,
2346.677485852, 0.999196258,
2346.697917499, 0.999006269,
2346.718349247, 0.999049007,
2346.738780794, 0.999104561,
2346.779644188, 0.999580261,
2346.800075736, 0.999128641,
2346.820507483, 0.999506742,
2346.840939130, 0.999426251,
2346.861370677, 0.999153856,
2346.881802424, 0.998830363,
2346.902234071, 0.999070085,
2346.922665618, 0.999396962,
2346.943097365, 0.998940167,
2346.963529012, 0.998680871,
2346.983960759, 0.998796132,
2347.004392306, 0.998924093,
2347.024823953, 0.998997170,
2347.045255600, 0.998863368,
2347.065687247, 0.998962661,
2347.086118894, 0.999403471,
2347.106550641, 0.999156271,
2347.126982188, 0.998999412,
2347.147413834, 0.999572412,
2347.167845481, 0.999031031,
2347.188277128, 0.999256777,
