BJD - 2454833, Corrected Flux
2347.208708875, 0.999157423,
2347.229140421, 0.999120978,
2347.270003815, 0.999150779,
2347.290435462, 0.998818624,
2347.310867008, 0.999209641,
2347.331298755, 0.999252329,
2347.351730401, 0.999093301,
2347.372161948, 0.999080866,
2347.392593695, 0.998876087,
2347.413025341, 0.998816516,
2347.433457088, 0.999201684,
2347.453888634, 0.999250383,
2347.474320281, 0.999405042,
2347.515183574, 0.999048627,
2347.535615220, 0.999076986,
2347.556046966, 0.998767801,
2347.576478513, 0.999192082,
2347.596910159, 0.998950648,
2347.617341906, 0.998727712,
2347.637773452, 0.999424051,
2347.658205198, 0.999017423,
2347.678636845, 0.998989858,
2347.699068491, 0.999273679,
2347.719500137, 0.999158233,
2347.760363430, 0.999416061,
2347.780795076, 0.999025904,
2347.801226722, 0.998818617,
2347.821658368, 0.998525153,
2347.842090015, 0.998829254,
2347.862521661, 0.999001618,
2347.882953407, 0.999026032,
2347.903384953, 0.999006129,
2347.923816599, 0.999089523,
2347.944248345, 0.999315224,
2347.964679891, 0.999445648,
2348.005543284, 0.999374444,
2348.025974830, 0.999491584,
2348.046406476, 0.999093484,
2348.066838222, 0.998941861,
2348.087269768, 0.999092207,
2348.107701514, 0.999386966,
2348.128133160, 0.999465085,
2348.148564706, 0.999449637,
2348.168996452, 0.999399762,
2348.189428098, 0.999080304,
2348.209859744, 0.999103104,
2348.250723036, 0.999136793,
2348.271154682, 0.999413024,
2348.291586328, 0.999297861,
2348.312017974, 0.999500679,
2348.332449720, 0.999344191,
2348.352881366, 0.999274365,
2348.373312911, 0.998838023,
2348.393744657, 0.998884040,
2348.414176303, 0.998824878,
2348.434607849, 0.999473972,
2348.455039595, 0.999343946,
2348.495902787, 0.999269625,
2348.516334533, 0.999363094,
2348.536766078, 0.999177554,
2348.557197824, 0.999247507,
2348.577629470, 1.000441217,
2348.598061016, 0.999110916,
2348.618492762, 0.999197522,
2348.638924408, 0.998930884,
2348.659355953, 0.998905749,
2348.679787699, 0.998917408,
2348.700219345, 0.999079652,
2348.741082637, 0.999257278,
2348.761514282, 0.999204266,
2348.781946028, 0.999140220,
2348.802377574, 0.999039691,
2348.822809220, 0.998875144,
2348.843240966, 0.999283258,
2348.863672511, 0.999733694,
2348.884104157, 0.999745812,
2348.904535903, 0.999779592,
2348.924967549, 0.999167211,
2348.945399194, 0.999460660,
2348.986262486, 0.999080716,
2349.006694132, 0.999041784,
2349.027125777, 0.999078715,
2349.047557423, 0.999261172,
2349.067989169, 0.999409163,
2349.088420715, 0.999203810,
2349.108852360, 0.999324152,
2349.129284106, 0.999722043,
2349.149715652, 0.999382701,
2349.170147398, 0.999361593,
2349.190578943, 0.999247990,
2349.231442335, 0.999486565,
2349.251873881, 0.999500889,
2349.272305526, 0.999323243,
2349.292737272, 0.999766084,
2349.313168818, 0.999553463,
2349.333600464, 0.999874175,
2349.354032209, 0.999780042,
2349.374463755, 0.999595441,
2349.394895501, 0.999508048,
2349.415327147, 0.999354512,
2349.435758792, 0.999958297,
2349.476622084, 0.999749561,
2349.497053730, 1.000033646,
2349.517485375, 0.999320779,
2349.537917021, 0.999609976,
2349.558348667, 0.999388278,
2349.578780413, 0.999327885,
2349.599211959, 0.999764189,
2349.619643704, 0.999457639,
2349.640075350, 0.999188773,
2349.660506896, 0.999598705,
2349.680938642, 0.999509406,
2349.742233579, 0.999422554,
2349.762665225, 0.999573019,
2349.783096971, 0.999544253,
2349.803528517, 0.999229971,
2349.823960163, 0.999230993,
2349.844391909, 0.999130923,
2349.864823454, 0.999402863,
2349.885255100, 0.999210137,
2349.905686746, 0.999440499,
2349.926118392, 0.998894965,
2349.946550038, 0.999315007,
2349.966981684, 0.999459922,
2349.987413330, 0.999294309,
2350.007845076, 0.999232191,
2350.028276622, 0.999658005,
2350.048708268, 0.999587834,
2350.069140014, 0.999201783,
2350.089571660, 0.999596746,
2350.110003206, 0.999754104,
2350.130434952, 0.999838308,
2350.150866598, 0.999639437,
2350.171298144, 0.999736192,
2350.212161536, 0.999378985,
2350.232593282, 0.999299449,
2350.253024828, 0.999910169,
2350.273456474, 1.000132747,
2350.293888220, 0.999992331,
2350.314319766, 0.999226477,
2350.334751412, 0.999361442,
2350.355183158, 0.999694529,
2350.375614704, 0.999731241,
2350.396046450, 0.999562708,
2350.416478097, 0.999815981,
2350.457341389, 0.999592878,
2350.477773035, 0.999969350,
2350.498204581, 0.999495099,
2350.518636327, 0.999655488,
2350.539067974, 0.999840043,
2350.559499620, 0.999760643,
2350.579931266, 0.999875858,
2350.600362913, 0.999473732,
2350.620794559, 0.999983215,
2350.641226205, 0.999654155,
2350.661657851, 0.999499403,
2350.682089498, 1.000069211,
2350.702521144, 0.999726180,
2350.722952791, 0.999900855,
2350.743384537, 0.999750185,
2350.763816083, 0.999348541,
2350.784247830, 0.999667340,
2350.804679476, 0.999372424,
2350.825111023, 0.999809437,
2350.845542769, 0.999712361,
2350.865974416, 0.999491901,
2350.886405962, 0.999790540,
2350.906837709, 0.999999200,
2350.947700902, 0.999993432,
2350.968132648, 0.999406534,
2350.988564295, 0.999402988,
2351.008996042, 0.999203938,
2351.029427588, 0.998966080,
2351.049859235, 0.999009332,
2351.070290982, 0.999317487,
2351.090722528, 0.999035489,
2351.111154175, 0.999063486,
2351.131585922, 0.999095849,
2351.152017469, 0.999270222,
2351.192880862, 0.999682984,
2351.213312509, 0.999884138,
2351.233744156, 0.999757917,
2351.254175803, 0.999576286,
2351.274607350, 0.999307624,
2351.295039097, 0.999923660,
2351.315470744, 0.999737849,
2351.335902391, 0.999858593,
2351.356334038, 0.999874785,
2351.376765685, 0.999936072,
2351.397197432, 1.000118551,
2351.438060626, 0.999736020,
2351.458492373, 0.999857090,
2351.478923920, 0.999727328,
2351.499355567, 0.999853302,
2351.519787314, 0.999995959,
2351.540218862, 0.999990991,
2351.560650509, 1.000001164,
2351.581082256, 0.999609832,
2351.601513803, 0.999445323,
2351.621945551, 1.000155256,
2351.642377198, 0.999987083,
2351.703672140, 0.999627965,
2351.724103688, 0.999929568,
2351.744535435, 0.999682083,
2351.764967083, 1.000004836,
2351.785398830, 1.000102232,
2351.805830378, 0.999884849,
2351.826262025, 0.999691725,
2351.846693773, 0.999730637,
2351.867125420, 1.000028552,
2351.887556968, 0.999902730,
2351.907988716, 1.000672738,
2351.928420364, 1.000313266,
2351.948851911, 0.999720851,
2351.969283659, 0.999967972,
2351.989715307, 0.999610081,
2352.010146955, 0.999855298,
2352.030578603, 1.000366047,
2352.051010151, 1.000133876,
2352.071441899, 1.000147811,
2352.091873546, 1.000771066,
2352.112305094, 1.000297628,
2352.132736843, 1.000272669,
2352.173600239, 1.000067000,
2352.194031787, 1.000189155,
2352.214463435, 1.000494352,
2352.234895183, 1.000002074,
2352.255326731, 1.000052628,
2352.275758380, 1.000296134,
2352.296190128, 1.000225371,
2352.316621676, 1.000312004,
2352.337053325, 1.000164527,
2352.357485073, 1.000298966,
2352.377916721, 0.999978259,
2352.418780018, 1.000225494,
2352.439211667, 1.000484529,
2352.480074964, 1.000468604,
2352.500506613, 1.000161320,
2352.520938261, 1.000207536,
2352.541369910, 1.000599467,
2352.561801659, 1.000140109,
2352.582233308, 1.000180475,
2352.602664856, 1.000429942,
2352.623096605, 1.000630663,
2352.663959803, 1.000356165,
2352.684391552, 1.000507770,
2352.704823101, 1.000246543,
2352.725254850, 1.000439919,
2352.745686499, 1.000112578,
2352.766118048, 1.000170211,
2352.786549797, 1.000217217,
2352.806981447, 1.000342376,
2352.827412996, 1.000493188,
2352.847844745, 1.000867850,
2352.868276394, 1.000381346,
2352.909139693, 1.000981595,
2352.929571343, 1.000597309,
2352.950003092, 1.000132818,
2352.970434641, 1.000243387,
2352.990866291, 1.000462292,
2353.011298041, 1.000594567,
2353.031729590, 1.000492431,
2353.052161240, 1.000129638,
2353.072592990, 1.000262645,
2353.093024639, 1.000434828,
2353.113456289, 1.000557522,
2353.133887939, 1.000669670,
2353.154319589, 1.000161633,
2353.174751239, 1.000419201,
2353.195182889, 1.000554788,
2353.215614539, 1.000764151,
2353.236046289, 1.000380178,
2353.256477839, 1.000497838,
2353.276909489, 1.000612035,
2353.297341239, 1.000624163,
2353.317772789, 1.000816126,
2353.338204540, 1.000598637,
2353.358636190, 1.000910225,
2353.399499491, 1.001030126,
2353.419931041, 1.000953986,
2353.440362692, 1.000581642,
2353.460794442, 1.000429243,
2353.481225993, 1.000477712,
2353.501657743, 1.000561680,
2353.522089394, 1.000228377,
2353.542520945, 0.999935857,
2353.562952695, 1.000227127,
2353.583384346, 1.000454242,
2353.603815997, 1.000705952,
2353.665111050, 1.000823907,
2353.685542601, 1.000526817,
2353.705974252, 1.000581550,
2353.726406003, 1.000847595,
2353.746837654, 1.001040632,
2353.767269206, 1.000923444,
2353.787700957, 1.000781528,
2353.808132608, 1.000805436,
2353.828564160, 1.000616852,
2353.848995911, 1.000582873,
2353.869427563, 1.000626485,
2353.889859314, 1.001163820,
2353.910290866, 1.000759429,
2353.930722517, 1.001034771,
2353.951154269, 1.001145837,
2353.971585821, 1.000962290,
2353.992017473, 1.001023503,
2354.012449224, 1.000786114,
2354.032880776, 1.001033299,
2354.053312528, 1.000950948,
2354.073744080, 1.000799486,
2354.094175732, 1.000642290,
2354.135039037, 1.000838975,
2354.155470689, 1.000837276,
2354.175902441, 1.000790941,
2354.196333993, 1.001021408,
2354.216765646, 1.001003565,
2354.237197398, 1.001173607,
2354.257629051, 1.001149837,
2354.278060703, 1.000868052,
2354.298492356, 1.000694040,
2354.318924008, 1.000877152,
2354.339355661, 1.001112224,
2354.380218966, 1.000588341,
2354.400650719, 1.000950953,
2354.421082272, 1.001165721,
2354.441514025, 1.000939293,
2354.461945678, 1.001058506,
2354.482377231, 1.001013066,
2354.502808984, 1.001181125,
2354.523240638, 1.001090683,
2354.543672191, 1.000973898,
2354.564103944, 1.000879083,
2354.584535597, 1.000991930,
2354.604967351, 1.000809050,
2354.625398904, 1.000619630,
2354.645830558, 1.001145637,
2354.666262211, 1.000990485,
2354.686693865, 1.000950640,
2354.707125519, 1.000669173,
2354.727557173, 1.000772754,
2354.747988826, 1.000420023,
2354.768420480, 1.000678102,
2354.788852134, 1.001327315,
2354.809283788, 1.000829082,
2354.829715542, 1.001035108,
2354.870578750, 1.001171459,
2354.891010505, 1.001067702,
2354.911442059, 1.001168713,
2354.931873713, 1.001335903,
2354.952305468, 1.000711249,
2354.972737122, 1.000678297,
2354.993168777, 1.001398761,
2355.013600431, 1.001004536,
2355.034032086, 1.001167454,
2355.054463841, 1.000952668,
2355.074895396, 1.001176479,
2355.115758805, 1.000974549,
2355.136190360, 1.001100967,
2355.156622115, 1.001116703,
2355.177053770, 1.001022345,
2355.197485326, 1.000932225,
2355.217917081, 1.001009336,
2355.238348736, 1.001490474,
2355.258780292, 1.001256812,
2355.279212047, 1.001508723,
2355.299643702, 1.001232952,
2355.320075258, 1.001425655,
2355.360938669, 1.001454750,
2355.381370425, 1.001295117,
2355.401801981, 1.001333100,
2355.422233637, 1.001150282,
2355.442665293, 1.001411539,
2355.463096949, 1.001455492,
2355.483528605, 1.001049821,
2355.503960261, 1.001635424,
2355.524391917, 1.001271668,
2355.544823673, 1.001299008,
2355.565255230, 1.001264721,
2355.606118643, 1.001289327,
2355.626550299, 1.001229238,
2355.646981856, 1.001475347,
2355.667413612, 1.001390170,
2355.687845269, 1.001487108,
2355.708276926, 1.001567511,
2355.728708583, 1.001481592,
2355.749140240, 1.001249356,
2355.769571997, 1.001203948,
2355.790003554, 1.001154626,
2355.810435211, 1.000741649,
2355.851298526, 1.001501981,
2355.871730183, 1.001656463,
2355.892161941, 1.001797809,
2355.912593498, 1.001404657,
2355.933025256, 1.001665763,
2355.953456913, 1.001197975,
2355.973888471, 1.001293062,
2355.994320229, 1.001220870,
2356.014751887, 1.001499366,
2356.035183545, 1.001348055,
2356.055615203, 1.001460941,
2356.076046861, 1.001539222,
2356.096478519, 1.001214691,
2356.116910177, 1.001588971,
2356.137341836, 1.001588666,
2356.157773494, 1.001438369,
2356.178205152, 1.001488230,
2356.198636811, 1.001800035,
2356.219068470, 1.001541819,
2356.239500128, 1.001894730,
2356.259931887, 1.001717414,
2356.280363546, 1.002051196,
2356.300795105, 1.001807406,
2356.341658523, 1.001563136,
2356.362090082, 1.001607377,
2356.382521841, 1.001689981,
2356.402953500, 1.001413369,
2356.423385060, 1.001656405,
2356.443816819, 1.001809769,
2356.464248479, 1.001477895,
2356.484680238, 1.001474502,
2356.505111798, 1.003374675,
2356.525543458, 1.001488061,
2356.545975218, 1.002052070,
2356.586838438, 1.001581101,
2356.607270198, 1.001416437,
2356.627701758, 1.001695957,
2356.648133518, 1.001563277,
2356.668565178, 1.001541123,
2356.688996739, 1.001318680,
2356.709428499, 1.001355048,
2356.729860160, 1.001404868,
2356.750291820, 1.001414511,
2356.770723481, 1.001109502,
2356.791155142, 1.001601055,
2356.832018464, 1.001710397,
2356.852450125, 1.001739841,
2356.872881786, 1.001545328,
2356.893313447, 1.001719747,
2356.913745108, 1.001831782,
2356.934176869, 1.001934829,
2356.954608431, 1.001882533,
2356.975040092, 1.001581135,
2356.995471854, 1.002141477,
2357.015903416, 1.002079735,
2357.036335177, 1.002023658,
2357.077198401, 1.001003046,
2357.097630163, 1.001443199,
2357.118061825, 1.001584431,
2357.138493387, 1.001588386,
2357.158925150, 1.002154105,
2357.179356812, 1.001957149,
2357.199788574, 1.002075869,
2357.220220137, 1.001845195,
2357.240651799, 1.001871430,
2357.261083562, 1.001750705,
2357.281515125, 1.001644772,
2357.322378551, 1.002076714,
2357.342810114, 1.001704127,
2357.363241877, 1.002029108,
2357.383673540, 1.001480727,
2357.404105203, 1.001911438,
2357.424536867, 1.001544083,
2357.444968530, 1.001410734,
2357.465400194, 1.001477175,
2357.485831857, 1.001437676,
2357.506263521, 1.001798702,
2357.526695085, 1.001609921,
2357.587990177, 1.001512164,
2357.608421841, 1.001976555,
2357.628853505, 1.001848313,
2357.649285269, 1.001832901,
2357.669716834, 1.002008701,
2357.690148498, 1.001896973,
2357.710580263, 1.002034781,
2357.731011827, 1.001813151,
2357.751443592, 1.001826453,
2357.771875257, 1.002161052,
2357.812738587, 1.001550442,
2357.833170252, 1.001896686,
2357.853601818, 1.002269054,
2357.874033583, 1.002119691,
2357.894465248, 1.002013044,
2357.914897014, 1.001826518,
2357.935328579, 1.002142062,
2357.955760245, 1.001958088,
2357.976192011, 1.002155396,
2357.996623577, 1.001886022,
2358.017055243, 1.001787469,
2358.057918675, 1.001813167,
2358.078350341, 1.001934353,
2358.098782007, 1.001758945,
2358.119213674, 1.001952858,
2358.139645340, 1.002155684,
2358.160077007, 1.001893447,
2358.180508574, 1.002324699,
2358.200940340, 1.002145428,
2358.221372007, 1.002009468,
2358.241803574, 1.002465157,
2358.262235341, 1.001917180,
2358.303098776, 1.002142792,
2358.323530343, 1.001591619,
2358.343962011, 1.002168354,
2358.364393778, 1.002044879,
2358.384825346, 1.002293303,
2358.405257014, 1.001965400,
2358.425688782, 1.001815691,
2358.446120350, 1.001857457,
2358.466552118, 1.001558563,
2358.486983786, 1.001853643,
2358.507415354, 1.002012746,
2358.548278791, 1.001871834,
2358.568710359, 1.001776852,
2358.589142128, 1.001326866,
2358.609573797, 1.001779847,
2358.630005566, 1.001508661,
2358.650437135, 1.001899996,
2358.670868804, 1.002186527,
2358.691300573, 1.002112989,
2358.711732242, 1.002147622,
2358.732163811, 1.002082328,
2358.752595581, 1.002198636,
2358.793458820, 1.001913703,
2358.813890590, 1.001940745,
2358.834322160, 1.001935183,
2358.854753930, 1.001966103,
2358.875185600, 1.001774869,
2358.895617170, 1.001917931,
2358.916048940, 1.001737983,
2358.936480610, 1.001788594,
2358.956912181, 1.001862681,
2358.977343951, 1.001966507,
2358.997775622, 1.002027796,
2359.038638964, 1.001789063,
2359.059070635, 1.001873164,
2359.079502406, 1.002178387,
2359.099933977, 1.002113921,
2359.120365648, 1.002197129,
2359.140797420, 1.002016890,
2359.161228991, 1.001608443,
2359.181660763, 1.002053720,
2359.202092434, 1.002094219,
2359.222524006, 1.002391145,
2359.242955778, 1.002025843,
2359.283819122, 1.002414936,
2359.304250794, 1.002206996,
2359.324682467, 1.001911628,
2359.345114139, 1.001850744,
2359.365545812, 1.001951705,
2359.385977484, 1.001776267,
2359.406409257, 1.001074106,
2359.426840930, 1.000672327,
2359.447272503, 1.001578247,
2359.467704276, 1.002034667,
2359.528999296, 1.001616789,
2359.549430869, 1.001820997,
2359.569862643, 1.001716085,
2359.590294317, 1.001885582,
2359.610725891, 1.002067769,
2359.631157665, 1.001800295,
2359.651589339, 1.002047198,
2359.672020913, 1.002235785,
2359.692452687, 1.001959906,
2359.712884362, 1.002316014,
2359.733316136, 1.002904284,
2359.753747711, 1.002054472,
2359.774179385, 1.002241931,
2359.794611160, 1.001906442,
2359.815042735, 1.002324322,
2359.835474410, 1.002152473,
2359.855906185, 1.001867298,
2359.876337761, 1.002392454,
2359.896769536, 1.002188766,
2359.917201212, 1.002020465,
2359.937632887, 1.002102500,
2359.958064563, 1.002340037,
2359.978496239, 1.002809663,
2360.019359591, 1.002185235,
2360.101086296, 1.002042125,
2360.141949750, 1.002003567,
2360.162381326, 1.002009486,
2360.182813103, 1.002151832,
2360.203244680, 1.002086435,
2360.223676358, 1.001895058,
2360.264539713, 1.002168288,
2360.284971490, 1.002497584,
2360.305403168, 1.002186895,
2360.325834746, 1.002537845,
2360.346266523, 1.002393177,
2360.366698201, 1.002191409,
2360.387129780, 1.001974709,
2360.407561558, 1.002083544,
2360.427993236, 1.002285295,
2360.448425015, 1.001973903,
2360.468856593, 1.002307880,
2360.509720051, 1.002643486,
2360.530151630, 1.002688508,
2360.550583309, 1.002595093,
2360.571015088, 1.002294845,
2360.591446767, 1.002091274,
2360.611878447, 1.002165146,
2360.632310126, 1.001951186,
2360.652741806, 1.002315367,
2360.673173486, 1.002638314,
2360.693605166, 1.001813838,
2360.714036846, 1.001986712,
2360.734468626, 1.001735365,
2360.754900206, 1.001826742,
2360.775331887, 1.001860855,
2360.795763567, 1.001526261,
2360.816195248, 1.001852461,
2360.836627029, 1.002443356,
2360.857058710, 1.002498975,
2360.877490291, 1.002303731,
2360.897922072, 1.002121418,
2360.918353653, 1.002386363,
2360.938785334, 1.002485244,
2360.959217116, 1.002198833,
2361.000080479, 1.001990195,
2361.020512161, 1.001952269,
2361.040943743, 1.001709085,
2361.061375525, 1.001709441,
2361.081807208, 1.001550054,
2361.102238890, 1.002349904,
2361.122670572, 1.002139804,
2361.143102255, 1.001919350,
2361.163534038, 1.002412104,
2361.183965621, 1.002315733,
2361.204397304, 1.002728130,
2361.245260670, 1.001985128,
2361.265692353, 1.002335511,
2361.286124137, 1.002050458,
2361.306555820, 1.001964648,
2361.326987504, 1.002170126,
2361.347419188, 1.002314930,
2361.367850872, 1.002290231,
2361.388282556, 1.002136231,
2361.408714240, 1.002084683,
2361.429145925, 1.002213497,
2361.449577709, 1.002285000,
2361.510872764, 1.002521586,
2361.531304349, 1.002224017,
2361.551736134, 1.002167333,
2361.572167719, 1.002242537,
2361.592599405, 1.001504961,
2361.613031190, 1.002021388,
2361.633462776, 1.002338424,
2361.653894462, 1.002247889,
2361.674326247, 1.002168323,
2361.694757834, 1.002068881,
2361.735621306, 1.002688014,
2361.756052893, 1.001808834,
2361.776484679, 1.001950098,
2361.796916366, 1.002178478,
2361.817348053, 1.002329027,
2361.837779740, 1.002349225,
2361.858211427, 1.002291893,
2361.878643214, 1.002421361,
2361.899074801, 1.002198031,
2361.919506489, 1.001966894,
2361.939938277, 1.002444451,
2361.980801552, 1.001876659,
2362.001233340, 1.002146456,
2362.021665028, 1.002209933,
2362.042096717, 1.002271198,
2362.062528405, 1.002647485,
2362.082960094, 1.002129936,
2362.103391882, 1.002200466,
2362.123823471, 1.002209095,
2362.144255160, 1.001664930,
2362.164686949, 1.002302363,
2362.185118539, 1.002331322,
2362.225981918, 1.002188055,
2362.246413607, 1.002201273,
2362.266845397, 1.002287223,
2362.287276987, 1.002338824,
2362.307708677, 1.002323700,
2362.328140467, 1.002486207,
2362.348572058, 1.002312672,
2362.369003848, 1.002254609,
2362.389435539, 1.002549649,
2362.409867129, 1.002123606,
2362.430298920, 1.002543944,
2362.471162303, 1.001999545,
2362.491593994, 1.002432639,
2362.512025685, 1.002121613,
2362.532457377, 1.001834569,
2362.552889069, 1.002133752,
2362.573320760, 1.002156490,
2362.593752552, 1.002291462,
2362.614184245, 1.002583095,
2362.634615837, 1.002668960,
2362.655047629, 1.002661434,
2362.675479322, 1.002553425,
2362.716342707, 1.002130913,
2362.736774400, 1.002260418,
2362.757206193, 1.002422654,
2362.777637787, 1.002321331,
2362.798069480, 1.002176648,
2362.818501274, 1.002165429,
2362.838932867, 1.002243818,
2362.859364561, 1.002119634,
2362.879796355, 1.002064618,
2362.900227949, 1.002470132,
2362.920659744, 1.002139896,
2362.941091338, 1.001950902,
2362.961523032, 1.002276963,
2362.981954827, 1.001972163,
2363.002386422, 1.001967944,
2363.022818117, 1.002298302,
2363.043249912, 1.002084643,
2363.063681507, 1.002244089,
2363.084113303, 1.002295750,
2363.104544998, 1.002270316,
2363.124976694, 1.002431473,
2363.145408390, 1.002592768,
2363.165840086, 1.002317998,
2363.206703478, 1.001959795,
2363.227135175, 1.002448847,
2363.247566971, 1.002446925,
2363.267998568, 1.002422355,
2363.288430265, 1.002622828,
2363.308862062, 1.002352205,
2363.329293759, 1.002307290,
2363.349725356, 1.002330015,
2363.370157154, 1.002720134,
2363.390588851, 1.002547611,
2363.411020449, 1.002170924,
2363.451883945, 1.002567164,
2363.472315743, 1.002266988,
2363.492747341, 1.002225495,
2363.513179040, 1.002247627,
2363.533610839, 1.002206488,
2363.554042438, 1.001986249,
2363.574474137, 1.002222772,
2363.594905836, 1.002219319,
2363.615337535, 1.002201102,
2363.635769334, 1.002330291,
2363.656200934, 1.002601116,
2363.676632634, 1.002498916,
2363.697064433, 1.002017846,
2363.717496033, 1.002104318,
2363.737927734, 1.002043228,
2363.758359534, 1.001922681,
2363.778791234, 1.002394715,
2363.799222935, 1.002072023,
2363.819654635, 1.002217887,
2363.840086336, 1.002624688,
2363.860518037, 1.002240237,
2363.880949739, 1.002090343,
2363.901381440, 1.002084567,
2363.942244843, 1.002401615,
2363.962676645, 1.001866094,
2363.983108347, 1.002286961,
2364.003539949, 1.002363962,
2364.023971751, 1.002179190,
2364.044403454, 1.002361210,
2364.064835056, 1.002238594,
2364.085266859, 1.002547250,
2364.105698562, 1.002576525,
2364.126130365, 1.002324107,
2364.146561968, 1.002211985,
2364.166993671, 1.002564425,
2364.187425375, 1.002358575,
2364.207857079, 1.002116398,
2364.228288782, 1.002036188,
2364.248720486, 1.002219189,
2364.269152190, 1.002085188,
2364.289583995, 1.002173964,
2364.310015599, 1.002230824,
2364.330447304, 1.002255757,
2364.350879109, 1.002180158,
2364.371310713, 1.002162904,
2364.391742418, 1.002619058,
2364.432605829, 1.001981777,
2364.453037535, 1.002286815,
2364.473469340, 1.002424654,
2364.493901046, 1.002225696,
2364.514332752, 1.002419069,
2364.534764458, 1.002244390,
2364.555196165, 1.002092893,
2364.575627871, 1.002643598,
2364.596059578, 1.002378306,
2364.616491285, 1.002199748,
2364.636923092, 1.002628444,
2364.677786506, 1.002490958,
2364.698218213, 1.002636568,
2364.718649821, 1.002777981,
2364.739081629, 1.002888616,
2364.759513337, 1.002805349,
2364.779944945, 1.002328915,
2364.800376753, 1.002028661,
2364.820808462, 1.002375623,
2364.841240270, 1.002269310,
2364.861671879, 1.002188005,
2364.882103588, 1.002458648,
2364.922967006, 1.002454770,
2364.943398715, 1.002464484,
2364.963830425, 1.002087007,
2364.984262135, 1.002148023,
2365.004693944, 1.002779680,
2365.025125555, 1.002510623,
2365.045557265, 1.002423682,
2365.065989075, 1.002698923,
2365.086420686, 1.002568700,
2365.106852396, 1.002622741,
2365.127284207, 1.002605673,
2365.168147629, 1.002908934,
2365.188579341, 1.002656743,
2365.209011052, 1.002861208,
2365.229442764, 1.002612215,
2365.249874476, 1.002524177,
2365.270306188, 1.002636781,
2365.290738000, 1.002612622,
2365.311169612, 1.002692985,
2365.331601425, 1.002749201,
2365.352033138, 1.002555884,
2365.372464751, 1.002749035,
2365.413328277, 1.002326993,
2365.433759890, 1.002321036,
2365.454191704, 1.002072545,
2365.474623417, 1.002096860,
2365.495055031, 1.002500995,
2365.515486845, 1.002185774,
2365.535918559, 1.002651216,
2365.556350374, 1.002533809,
2365.576781988, 1.002240449,
2365.597213703, 1.002708312,
2365.617645418, 1.002872216,
2365.658508848, 1.002598519,
2365.678940564, 1.002684542,
2365.699372279, 1.002424837,
2365.719804095, 1.002480511,
2365.740235711, 1.002691580,
2365.760667427, 1.002417878,
2365.781099243, 1.002524146,
2365.801530959, 1.002372900,
2365.821962576, 1.002578667,
2365.842394393, 1.002501533,
2365.862826110, 1.002752417,
2365.883257827, 1.002636536,
2365.903689544, 1.002614464,
2365.924121261, 1.002729377,
2365.944553079, 1.002492904,
2365.964984697, 1.002906111,
2365.985416415, 1.002457650,
2366.005848233, 1.002534117,
2366.026279851, 1.002208349,
2366.046711670, 1.002470200,
2366.067143388, 1.002569570,
2366.087575007, 1.002484511,
2366.108006826, 1.002690154,
2366.148870165, 1.002712422,
2366.169301984, 1.002914246,
2366.189733704, 1.002515798,
2366.210165424, 1.002868249,
2366.230597144, 1.002500755,
2366.251028864, 1.002476065,
2366.271460585, 1.002446382,
2366.291892305, 1.002144592,
2366.312324026, 1.002428861,
2366.332755747, 1.002461628,
2366.353187468, 1.002346548,
2366.394050911, 1.002626975,
2366.414482632, 1.002655955,
2366.434914454, 1.002900058,
2366.455346076, 1.002833633,
2366.475777798, 1.002335309,
2366.496209621, 1.002619700,
2366.516641343, 1.002330413,
2366.557504789, 1.003156033,
2366.577936512, 1.002280565,
2366.598368335, 1.002868118,
2366.618799959, 1.002624556,
2366.639231682, 1.002540087,
2366.659663506, 1.002776072,
2366.680095130, 1.002748046,
2366.700526954, 1.002621669,
2366.720958679, 1.002566328,
2366.741390303, 1.002542321,
2366.761822128, 1.002247983,
2366.782253853, 1.002449404,
2366.802685478, 1.002418899,
2366.823117303, 1.002535357,
2366.843549028, 1.002519738,
2366.884412480, 1.002804338,
2366.904844206, 1.002744933,
2366.925276032, 1.002598743,
2366.945707658, 1.002708252,
2366.966139385, 1.002805732,
2366.986571111, 1.002644108,
2367.007002838, 1.002633681,
2367.027434565, 1.002616416,
2367.047866292, 1.002409154,
2367.068298020, 1.002676122,
2367.088729847, 1.002888602,
2367.129593203, 1.002439529,
2367.150025031, 1.002248020,
2367.170456760, 1.002494026,
2367.190888388, 1.002621614,
2367.211320217, 1.002438422,
2367.231751946, 1.002946798,
2367.252183675, 1.002674471,
2367.272615404, 1.002920704,
2367.293047134, 1.002323919,
2367.313478963, 1.002504825,
2367.333910593, 1.002642930,
2367.395205784, 1.002199971,
2367.415637614, 1.002212997,
2367.436069345, 1.005519110,
2367.456500976, 1.002490585,
2367.476932807, 1.002661567,
2367.497364539, 1.002697930,
2367.517796170, 1.002617954,
2367.538228002, 1.002709615,
2367.558659734, 1.002198178,
2367.579091466, 1.002197335,
2367.599523198, 1.002226127,
2367.619954931, 1.002322084,
2367.640386663, 1.002422306,
2367.660818396, 1.002449978,
2367.681250129, 1.001994866,
2367.701681862, 1.002093339,
2367.722113596, 1.002591744,
2367.742545429, 1.002316915,
2367.762977063, 1.001903194,
2367.783408797, 1.001880074,
2367.803840631, 1.008746037,
2367.824272366, 1.001856357,
2367.865135835, 1.001741214,
2367.885567570, 1.001990571,
2367.905999305, 1.001907701,
2367.926431040, 1.001653608,
