2.307632296571297047e+03 3.832915955179760914e-04
2.307652728768138331e+03 4.151596926866840676e-04
2.307673160764519707e+03 2.454232117310439776e-04
2.307693592860436183e+03 7.338406643722095168e-04
2.307714025056346145e+03 4.930810766170523607e-04
2.307734457051330537e+03 2.373590286059990007e-04
2.307754889245850791e+03 7.617252493945514402e-04
2.307775321340363007e+03 4.642249032662526531e-04
2.307795753333950415e+03 2.975975049612777923e-04
2.307816185527539346e+03 3.814455776942615728e-04
2.307836617620654579e+03 2.749594969115864984e-04
2.307857049613310664e+03 -1.317473773188027053e-04
2.307877481805036950e+03 -2.114176202401285565e-04
2.307897913896755199e+03 2.516413770314862575e-05
2.307918345988015062e+03 2.452288940653080118e-04
2.307938778078809264e+03 -8.501397872706650816e-05
2.307959210169130529e+03 -1.616722978307061354e-04
2.307979642259459069e+03 -3.349064967682613414e-04
2.308000074348856288e+03 3.554070104956341680e-04
2.308020506437780568e+03 2.333755164598549925e-04
2.308040938526712125e+03 9.200941469100776260e-05
2.308061370714713121e+03 2.908935454959404865e-04
2.308081802702705318e+03 -2.047136607747912507e-04
2.308102234889774991e+03 -2.616487368137798697e-04
2.308122666876843141e+03 -1.687648926272933281e-04
2.308143098963439115e+03 -1.136758344122412723e-04
2.308163531149111805e+03 -2.286147336512112105e-04
2.308183963134782971e+03 -2.319181339675013831e-04
2.308204395219981961e+03 -4.692771625736114061e-05
2.308224827404723328e+03 1.682790984631754583e-04
2.308245259388997511e+03 -3.472456685378322305e-04
2.308265691473265179e+03 -3.801825128674218846e-04
2.308286123656609561e+03 1.242661471907435811e-04
2.308306555639486760e+03 1.056116512871962954e-04
2.308326987722357444e+03 2.757367675743083169e-04
2.308347419904304843e+03 6.849697714583768970e-05
2.308367851886250719e+03 -3.914529374758890512e-04
2.308388283967258758e+03 -5.416604930325030764e-04
2.308408716148274834e+03 -3.138230300436806175e-05
2.308429148228824488e+03 -6.133637116617629559e-04
2.308449580208900443e+03 -7.852376869397215131e-04
